"id";"version";"changeset";"uid";"user";"date";"visible";"primitive";"source";"isTagCreation";"isTagDelete";"isTagModification";"isGeomEdition"
"338664870";"3";"9465758";"172867";"AmiFritz";"Tue Oct 04 02:49:46 CEST 2011";"true";"OSMNode";"null";"false";"false";"false";"false"
"713450255";"3";"9465758";"172867";"AmiFritz";"Tue Oct 04 03:35:52 CEST 2011";"true";"OSMNode";"null";"false";"false";"false";"false"
"338664869";"3";"9465758";"172867";"AmiFritz";"Tue Oct 04 02:49:46 CEST 2011";"true";"OSMNode";"null";"false";"false";"false";"false"
"777037787";"2";"9465758";"172867";"AmiFritz";"Tue Oct 04 03:27:39 CEST 2011";"true";"OSMNode";"null";"false";"false";"false";"false"
"338664867";"3";"9465758";"172867";"AmiFritz";"Tue Oct 04 02:49:46 CEST 2011";"true";"OSMNode";"null";"false";"false";"false";"false"
"777037790";"2";"9465758";"172867";"AmiFritz";"Tue Oct 04 03:19:49 CEST 2011";"true";"OSMNode";"null";"false";"false";"false";"false"
"338664895";"3";"9465758";"172867";"AmiFritz";"Tue Oct 04 02:49:46 CEST 2011";"true";"OSMNode";"null";"false";"false";"false";"false"
"338664894";"3";"9465758";"172867";"AmiFritz";"Tue Oct 04 02:49:46 CEST 2011";"true";"OSMNode";"null";"false";"false";"false";"false"
"703504511";"2";"9587957";"290680";"wheelmap_visitor";"Tue Oct 18 19:51:22 CEST 2011";"true";"OSMNode";"cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2010";"false";"false";"false";"false"
"777037761";"2";"9465758";"172867";"AmiFritz";"Tue Oct 04 03:19:49 CEST 2011";"true";"OSMNode";"null";"false";"false";"false";"false"
"338664892";"3";"9465758";"172867";"AmiFritz";"Tue Oct 04 02:49:46 CEST 2011";"true";"OSMNode";"null";"false";"false";"false";"false"
"338664891";"3";"9465758";"172867";"AmiFritz";"Tue Oct 04 02:49:46 CEST 2011";"true";"OSMNode";"null";"false";"false";"false";"false"
"703619173";"2";"7149802";"17286";"Pieren";"Mon Jan 31 23:11:51 CET 2011";"true";"OSMNode";"cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2010";"false";"false";"true";"false"
"338664889";"3";"9465758";"172867";"AmiFritz";"Tue Oct 04 02:49:46 CEST 2011";"true";"OSMNode";"null";"false";"false";"false";"false"
"338664888";"3";"9465758";"172867";"AmiFritz";"Tue Oct 04 02:49:46 CEST 2011";"true";"OSMNode";"null";"false";"false";"false";"false"
"338664885";"3";"9465758";"172867";"AmiFritz";"Tue Oct 04 02:49:46 CEST 2011";"true";"OSMNode";"null";"false";"false";"false";"false"
"338664884";"3";"9465758";"172867";"AmiFritz";"Tue Oct 04 02:49:46 CEST 2011";"true";"OSMNode";"null";"false";"false";"false";"false"
"702750840";"2";"9175885";"29717";"eumiro";"Wed Aug 31 14:28:18 CEST 2011";"true";"OSMNode";"cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2010";"false";"false";"false";"false"
"703619179";"2";"7149802";"17286";"Pieren";"Mon Jan 31 23:17:02 CET 2011";"true";"OSMNode";"cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2010";"false";"false";"true";"false"
"338664883";"3";"9465758";"172867";"AmiFritz";"Tue Oct 04 02:49:46 CEST 2011";"true";"OSMNode";"null";"false";"false";"false";"false"
"338664881";"3";"9465758";"172867";"AmiFritz";"Tue Oct 04 02:49:46 CEST 2011";"true";"OSMNode";"null";"false";"false";"false";"false"
"703619182";"2";"7149802";"17286";"Pieren";"Mon Jan 31 23:09:03 CET 2011";"true";"OSMNode";"cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2010";"false";"false";"true";"false"
"777037808";"2";"9465758";"172867";"AmiFritz";"Tue Oct 04 03:18:37 CEST 2011";"true";"OSMNode";"null";"false";"false";"false";"false"
"703619154";"2";"7149802";"17286";"Pieren";"Mon Jan 31 23:18:53 CET 2011";"true";"OSMNode";"cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2010";"false";"false";"true";"false"
"703504461";"2";"9962337";"158826";"cquest";"Sun Nov 27 00:47:00 CET 2011";"true";"OSMNode";"cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2010";"false";"false";"false";"false"
"777037811";"2";"9465758";"172867";"AmiFritz";"Tue Oct 04 03:19:49 CEST 2011";"true";"OSMNode";"null";"false";"false";"false";"false"
"777037813";"2";"9465758";"172867";"AmiFritz";"Tue Oct 04 03:23:53 CEST 2011";"true";"OSMNode";"null";"false";"false";"false";"false"
"338664841";"3";"9465758";"172867";"AmiFritz";"Tue Oct 04 02:49:45 CEST 2011";"true";"OSMNode";"null";"false";"false";"false";"false"
"703504456";"2";"9587957";"290680";"wheelmap_visitor";"Tue Oct 18 19:51:23 CEST 2011";"true";"OSMNode";"cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2010";"false";"false";"false";"false"
"713450286";"3";"9465758";"172867";"AmiFritz";"Tue Oct 04 03:35:52 CEST 2011";"true";"OSMNode";"null";"false";"false";"false";"false"
"777037816";"2";"9465758";"172867";"AmiFritz";"Tue Oct 04 03:27:39 CEST 2011";"true";"OSMNode";"null";"false";"false";"false";"false"
"338664837";"3";"9465758";"172867";"AmiFritz";"Tue Oct 04 02:49:45 CEST 2011";"true";"OSMNode";"null";"false";"false";"false";"false"
"703619162";"2";"7149802";"17286";"Pieren";"Mon Jan 31 23:20:50 CET 2011";"true";"OSMNode";"cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2010";"false";"false";"true";"false"
"777037818";"2";"9465758";"172867";"AmiFritz";"Tue Oct 04 03:19:49 CEST 2011";"true";"OSMNode";"null";"false";"false";"false";"false"
"713450285";"3";"9465758";"172867";"AmiFritz";"Tue Oct 04 03:35:52 CEST 2011";"true";"OSMNode";"null";"false";"false";"false";"false"
"777037820";"2";"9465758";"172867";"AmiFritz";"Tue Oct 04 03:18:37 CEST 2011";"true";"OSMNode";"null";"false";"false";"false";"false"
"777037822";"2";"9465758";"172867";"AmiFritz";"Tue Oct 04 03:19:49 CEST 2011";"true";"OSMNode";"null";"false";"false";"false";"false"
"338664863";"4";"9465758";"172867";"AmiFritz";"Tue Oct 04 02:49:45 CEST 2011";"true";"OSMNode";"null";"false";"false";"false";"false"
"713450294";"3";"9465758";"172867";"AmiFritz";"Tue Oct 04 03:35:52 CEST 2011";"true";"OSMNode";"null";"false";"false";"false";"false"
"777037792";"2";"9465758";"172867";"AmiFritz";"Tue Oct 04 03:27:39 CEST 2011";"true";"OSMNode";"null";"false";"false";"false";"false"
"777037796";"2";"9465758";"172867";"AmiFritz";"Tue Oct 04 03:23:53 CEST 2011";"true";"OSMNode";"null";"false";"false";"false";"false"
"777037798";"2";"9465758";"172867";"AmiFritz";"Tue Oct 04 03:20:34 CEST 2011";"true";"OSMNode";"null";"false";"false";"false";"false"
"703619143";"2";"7149802";"17286";"Pieren";"Mon Jan 31 23:09:21 CET 2011";"true";"OSMNode";"cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2010";"false";"false";"true";"false"
"777037800";"2";"9465758";"172867";"AmiFritz";"Tue Oct 04 03:19:49 CEST 2011";"true";"OSMNode";"null";"false";"false";"false";"false"
"338664853";"4";"9465758";"172867";"AmiFritz";"Tue Oct 04 02:49:45 CEST 2011";"true";"OSMNode";"null";"false";"false";"false";"false"
"777037803";"2";"9465758";"172867";"AmiFritz";"Tue Oct 04 03:27:39 CEST 2011";"true";"OSMNode";"null";"false";"false";"false";"false"
"777037806";"2";"9465758";"172867";"AmiFritz";"Tue Oct 04 03:19:49 CEST 2011";"true";"OSMNode";"null";"false";"false";"false";"false"
"338664942";"4";"8769007";"492118";"Jean D";"Tue Jul 19 16:27:00 CEST 2011";"false";"OSMNode";"null";"false";"true";"false";"true"
"338664941";"4";"8769007";"492118";"Jean D";"Tue Jul 19 16:27:03 CEST 2011";"false";"OSMNode";"null";"false";"true";"false";"true"
"777037714";"2";"9465758";"172867";"AmiFritz";"Tue Oct 04 03:20:34 CEST 2011";"true";"OSMNode";"null";"false";"false";"false";"false"
"338664938";"3";"8769007";"492118";"Jean D";"Tue Jul 19 16:26:57 CEST 2011";"false";"OSMNode";"null";"false";"true";"false";"true"
"777037717";"2";"9465758";"172867";"AmiFritz";"Tue Oct 04 03:20:34 CEST 2011";"true";"OSMNode";"null";"false";"false";"false";"false"
"338664937";"3";"8769007";"492118";"Jean D";"Tue Jul 19 16:27:00 CEST 2011";"false";"OSMNode";"null";"false";"true";"false";"true"
"703619126";"2";"7149802";"17286";"Pieren";"Mon Jan 31 23:15:07 CET 2011";"true";"OSMNode";"cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2010";"false";"false";"true";"false"
"338664936";"3";"8769007";"492118";"Jean D";"Tue Jul 19 16:26:56 CEST 2011";"false";"OSMNode";"null";"false";"true";"false";"true"
"338664935";"3";"8769007";"492118";"Jean D";"Tue Jul 19 16:27:01 CEST 2011";"false";"OSMNode";"null";"false";"true";"false";"true"
"777037720";"2";"9465758";"172867";"AmiFritz";"Tue Oct 04 03:27:39 CEST 2011";"true";"OSMNode";"null";"false";"false";"false";"false"
"703619129";"2";"7149802";"17286";"Pieren";"Mon Jan 31 23:16:23 CET 2011";"true";"OSMNode";"cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2010";"false";"false";"true";"false"
"777037722";"2";"9465758";"172867";"AmiFritz";"Tue Oct 04 03:19:49 CEST 2011";"true";"OSMNode";"null";"false";"false";"false";"false"
"338664930";"3";"8769007";"492118";"Jean D";"Tue Jul 19 16:27:03 CEST 2011";"false";"OSMNode";"null";"false";"true";"false";"true"
"777037725";"2";"9465758";"172867";"AmiFritz";"Tue Oct 04 03:23:53 CEST 2011";"true";"OSMNode";"null";"false";"false";"false";"false"
"338664929";"3";"8769007";"492118";"Jean D";"Tue Jul 19 16:27:02 CEST 2011";"false";"OSMNode";"null";"false";"true";"false";"true"
"703619134";"2";"7149802";"17286";"Pieren";"Mon Jan 31 23:18:11 CET 2011";"true";"OSMNode";"cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2010";"false";"false";"true";"false"
"777037726";"2";"9465758";"172867";"AmiFritz";"Tue Oct 04 03:19:49 CEST 2011";"true";"OSMNode";"null";"false";"false";"false";"false"
"338664928";"4";"8769007";"492118";"Jean D";"Tue Jul 19 16:26:56 CEST 2011";"false";"OSMNode";"null";"false";"true";"false";"true"
"703619135";"2";"7149802";"17286";"Pieren";"Mon Jan 31 23:19:43 CET 2011";"true";"OSMNode";"cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2010";"false";"false";"true";"false"
"777037698";"2";"9465758";"172867";"AmiFritz";"Tue Oct 04 03:19:49 CEST 2011";"true";"OSMNode";"null";"false";"false";"false";"false"
"703504445";"2";"9962337";"158826";"cquest";"Sun Nov 27 00:47:01 CET 2011";"true";"OSMNode";"cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2010";"false";"false";"false";"false"
"777037700";"2";"9465758";"172867";"AmiFritz";"Tue Oct 04 03:19:49 CEST 2011";"true";"OSMNode";"null";"false";"false";"false";"false"
"703619110";"2";"7149802";"17286";"Pieren";"Mon Jan 31 23:08:43 CET 2011";"true";"OSMNode";"cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2010";"false";"false";"true";"false"
"777037703";"2";"9465758";"172867";"AmiFritz";"Tue Oct 04 03:19:49 CEST 2011";"true";"OSMNode";"null";"false";"false";"false";"false"
"1202458228";"1";"7562649";"210173";"osmmaker";"Tue Mar 15 01:59:59 CET 2011";"true";"OSMNode";"bing";"false";"false";"false";"false"
"777037705";"2";"9465758";"172867";"AmiFritz";"Tue Oct 04 03:27:39 CEST 2011";"true";"OSMNode";"null";"false";"false";"false";"false"
"1490014483";"1";"9726492";"102612";"tudorsuciu";"Wed Nov 02 23:31:07 CET 2011";"true";"OSMNode";"null";"false";"false";"false";"false"
"777037709";"2";"9465758";"172867";"AmiFritz";"Tue Oct 04 03:19:49 CEST 2011";"true";"OSMNode";"null";"false";"false";"false";"false"
"703504433";"2";"9962337";"158826";"cquest";"Sun Nov 27 00:47:03 CET 2011";"true";"OSMNode";"cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2010";"false";"false";"false";"false"
"703619119";"2";"7149802";"17286";"Pieren";"Mon Jan 31 23:13:47 CET 2011";"true";"OSMNode";"cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2010";"false";"false";"true";"false"
"777037711";"2";"9465758";"172867";"AmiFritz";"Tue Oct 04 03:18:37 CEST 2011";"true";"OSMNode";"null";"false";"false";"false";"false"
"777037744";"2";"9465758";"172867";"AmiFritz";"Tue Oct 04 03:27:39 CEST 2011";"true";"OSMNode";"null";"false";"false";"false";"false"
"1202441802";"1";"7562649";"210173";"osmmaker";"Tue Mar 15 01:45:08 CET 2011";"true";"OSMNode";"bing";"false";"false";"false";"false"
"777037747";"2";"9465758";"172867";"AmiFritz";"Tue Oct 04 03:20:34 CEST 2011";"true";"OSMNode";"null";"false";"false";"false";"false"
"777037750";"2";"9465758";"172867";"AmiFritz";"Tue Oct 04 03:18:37 CEST 2011";"true";"OSMNode";"null";"false";"false";"false";"false"
"1528681211";"1";"10018834";"188930";"JLZIMMERMANN";"Fri Dec 02 19:12:47 CET 2011";"true";"OSMNode";"null";"false";"false";"false";"false"
"338664904";"4";"9465758";"172867";"AmiFritz";"Tue Oct 04 02:49:47 CEST 2011";"true";"OSMNode";"null";"false";"false";"false";"false"
"338664903";"5";"9465758";"172867";"AmiFritz";"Tue Oct 04 02:49:47 CEST 2011";"true";"OSMNode";"null";"false";"false";"false";"false"
"703504390";"2";"9962337";"158826";"cquest";"Sun Nov 27 00:47:07 CET 2011";"true";"OSMNode";"cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2010";"false";"false";"false";"false"
"713450351";"3";"9465758";"172867";"AmiFritz";"Tue Oct 04 03:35:52 CEST 2011";"true";"OSMNode";"null";"false";"false";"false";"false"
"338664900";"3";"9465758";"172867";"AmiFritz";"Tue Oct 04 02:49:47 CEST 2011";"true";"OSMNode";"null";"false";"false";"false";"false"
"777037756";"2";"9465758";"172867";"AmiFritz";"Tue Oct 04 03:27:39 CEST 2011";"true";"OSMNode";"null";"false";"false";"false";"false"
"1202458176";"1";"7562649";"210173";"osmmaker";"Tue Mar 15 01:59:55 CET 2011";"true";"OSMNode";"bing";"false";"false";"false";"false"
"703504387";"2";"9962337";"158826";"cquest";"Sun Nov 27 00:47:23 CET 2011";"true";"OSMNode";"cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2010";"false";"false";"false";"false"
"338664897";"3";"9465758";"172867";"AmiFritz";"Tue Oct 04 02:49:46 CEST 2011";"true";"OSMNode";"null";"false";"false";"false";"false"
"338664896";"3";"9465758";"172867";"AmiFritz";"Tue Oct 04 02:49:46 CEST 2011";"true";"OSMNode";"null";"false";"false";"false";"false"
"777037728";"2";"9465758";"172867";"AmiFritz";"Tue Oct 04 03:27:39 CEST 2011";"true";"OSMNode";"null";"false";"false";"false";"false"
"338664926";"4";"8769007";"492118";"Jean D";"Tue Jul 19 16:26:56 CEST 2011";"false";"OSMNode";"null";"false";"true";"false";"true"
"777037729";"2";"9465758";"172867";"AmiFritz";"Tue Oct 04 03:19:49 CEST 2011";"true";"OSMNode";"null";"false";"false";"false";"false"
"777037731";"2";"9465758";"172867";"AmiFritz";"Tue Oct 04 03:27:39 CEST 2011";"true";"OSMNode";"null";"false";"false";"false";"false"
"777037732";"2";"9465758";"172867";"AmiFritz";"Tue Oct 04 03:20:34 CEST 2011";"true";"OSMNode";"null";"false";"false";"false";"false"
"777037735";"2";"7079380";"17286";"Pieren";"Tue Jan 25 00:32:47 CET 2011";"false";"OSMNode";"null";"false";"true";"false";"true"
"777037738";"2";"9465758";"172867";"AmiFritz";"Tue Oct 04 03:19:49 CEST 2011";"true";"OSMNode";"null";"false";"false";"false";"false"
"703504403";"2";"9962337";"158826";"cquest";"Sun Nov 27 00:47:06 CET 2011";"true";"OSMNode";"cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2010";"false";"false";"false";"false"
"777037741";"2";"9465758";"172867";"AmiFritz";"Tue Oct 04 03:23:53 CEST 2011";"true";"OSMNode";"null";"false";"false";"false";"false"
